,seriesuid,coordX,coordY,coordZ,class,probability,label
143,698478,172.79243,370.94287,24,5,0.9117633,0
144,698478,149.29736,364.8169,24,1,0.5718346,0
145,698478,139.80136,210.66644,24,1,0.5998506,0
146,698478,139.79144,204.84212,24,5,0.5241808,0
147,698478,177.52628,370.64746,24,5,0.52771485,0
148,698478,382.05023,220.2102,24,5,0.51403964,0
149,680411,331.43338,327.20242,36,1,0.86857986,0
150,680411,298.5442,305.04962,36,5,0.81970733,0
151,680411,296.87677,301.57092,36,5,0.8644734,0
152,680411,309.80487,306.59882,36,5,0.7720667,0
153,680411,330.24017,327.41962,36,1,0.65757895,0
154,680411,251.60129,218.37778,36,32,0.7056596,0
155,680411,367.76047,156.62004,36,1,0.60624444,1
156,680411,292.35397,306.62604,36,5,0.9212525,0
157,680411,308.595,315.21597,36,5,0.75630695,0
158,680411,381.70404,283.99695,36,1,0.5626128,0
159,680411,329.7642,326.52692,36,1,0.5910498,0
160,680411,188.46661,228.5188,36,1,0.6144575,0
161,680411,300.33282,307.1953,36,1,0.54249513,0
162,689326,200.13733,348.46338,40,1,0.9466345,0
163,689326,362.58228,336.75107,40,5,0.9332174,0
164,689326,367.2505,347.74896,40,5,0.92147714,0
165,689326,357.15588,322.92358,40,5,0.8247902,0
166,689326,197.45163,349.25073,40,1,0.80550575,0
167,689326,200.9942,350.1313,40,1,0.75405365,0
168,689326,198.55638,348.03366,40,1,0.7865782,0
169,689326,179.95363,234.52393,40,1,0.67216843,0
170,689326,348.94266,339.44598,40,5,0.5468916,0
171,689326,354.66544,268.18607,40,1,0.5612299,0
172,689326,203.9176,196.13248,40,5,0.5372511,0
173,689326,401.6636,213.81425,40,1,0.5099743,0
174,689326,234.58282,235.35397,40,32,0.77855545,0
175,655373,311.5381,242.36751,49,5,0.74966985,0
176,655373,304.53873,237.31668,49,5,0.745602,0
177,655373,147.53561,284.4697,49,5,0.69496644,0
178,655373,323.32068,266.4632,49,1,0.57270676,0
179,655373,315.37778,237.34958,49,5,0.51476204,0
180,655373,155.57283,284.42584,49,5,0.50177777,0
181,696651,158.43738,217.46964,33,5,0.87246907,2
182,696651,264.6947,315.82867,33,31,0.8849512,0
183,696651,371.23883,209.95042,33,1,0.8069805,0
184,696651,143.0178,207.58466,33,5,0.74064404,2
185,696651,175.03976,225.86996,33,5,0.743375,2
186,696651,171.78072,212.77393,33,5,0.54367965,2
187,696651,265.55472,316.4666,33,31,0.54885757,0
188,696651,362.8324,285.168,33,1,0.5381658,0
189,696651,436.77808,291.2432,33,1,0.52178234,0
190,696651,270.7513,314.5534,33,31,0.5855953,0
191,504463,378.45227,242.74278,29,5,0.87235576,0
192,504463,303.9298,163.90501,29,31,0.8588464,0
193,504463,372.96915,236.78117,29,5,0.85722756,0
194,504463,368.27765,249.46889,29,5,0.7152328,0
195,504463,417.7204,146.63605,29,5,0.76604295,0
196,504463,440.60703,193.06836,29,1,0.7160494,0
197,504463,172.85701,325.76764,29,1,0.7181537,0
198,504463,342.03848,329.55157,29,1,0.64401156,0
199,504463,304.00314,167.73524,29,31,0.6216661,0
200,504463,387.27835,236.4327,29,5,0.58716094,0
201,504463,307.59564,220.7917,29,5,0.5761484,0
202,504463,372.44327,229.46661,29,5,0.5179297,0
203,504463,412.79672,142.05003,29,5,0.7280456,0
204,504463,315.62576,227.99806,29,5,0.5050281,0
205,504463,433.4055,165.10602,29,1,0.509821,0
206,504463,437.8362,190.41669,29,1,0.5045367,0
207,634004,286.09067,345.92224,31,31,0.981311,3
208,634004,286.22086,344.62646,31,31,0.9498554,3
209,634004,372.90527,206.16321,31,1,0.937367,0
210,634004,284.8734,346.37213,31,31,0.8446526,3
211,634004,286.023,347.8695,31,31,0.8163973,3
212,634004,290.60242,341.89746,31,31,0.71956843,3
213,634004,219.3313,297.03564,31,32,0.9194287,4
214,634004,365.5183,208.78403,31,1,0.64326686,0
215,634004,373.32318,206.98517,31,1,0.692283,0
216,634004,284.00714,332.93057,31,31,0.5751133,0
217,634004,276.08002,332.31268,31,31,0.55167836,0
218,634004,290.0167,344.32065,31,31,0.5240132,3
219,688941,379.5655,323.43396,33,1,0.59668624,0
220,688941,197.17522,171.33832,33,31,0.5440591,0
221,688941,307.5389,238.30559,33,31,0.5541958,0
222,688941,307.03946,241.80144,33,32,0.6714534,0
223,671602,258.08792,260.1133,35,32,0.9814595,4
224,671602,164.38947,170.33379,35,1,0.62216145,0
225,671602,264.00543,263.59415,35,31,0.6724549,4
226,671602,251.76508,262.4337,35,31,0.610854,4
227,671602,246.4364,260.91998,35,32,0.5521537,4
228,671602,265.55435,262.81592,35,31,0.58723515,4
229,671602,253.08649,265.3239,35,32,0.8087762,4
230,542586,262.8747,162.98691,18,31,0.93290097,0
231,542586,298.51813,335.21146,18,5,0.7966801,0
232,542586,196.32831,329.27496,18,5,0.7817623,0
233,542586,291.7699,338.34732,18,5,0.8617234,0
234,542586,289.27783,334.05487,18,5,0.7402427,0
235,542586,307.2019,335.5357,18,5,0.6742844,0
236,542586,203.89752,117.15021,18,1,0.67507404,0
237,542586,261.69965,163.23468,18,31,0.65208036,0
238,542586,266.13702,158.52428,18,31,0.56524515,0
239,542586,210.66939,318.11673,18,1,0.5852362,0
240,542586,204.50656,325.27933,18,5,0.624458,0
241,542586,210.2111,323.52435,18,1,0.6050335,0
242,542586,285.56262,338.16702,18,1,0.697589,0
243,542586,203.82219,331.98398,18,1,0.8955022,0
244,542586,198.48302,330.80704,18,1,0.51156735,0
245,504463,188.2907,323.16144,50,1,0.8958131,0
246,504463,409.90704,180.78885,50,1,0.9024781,0
247,504463,296.61053,227.64632,50,31,0.8654371,0
248,504463,148.47942,132.54279,50,5,0.7338045,0
249,504463,379.6087,138.77582,50,1,0.7498974,0
250,504463,188.3909,323.3014,50,1,0.74274975,0
251,504463,236.32874,130.73848,50,31,0.72950774,0
252,504463,252.38503,251.52867,50,31,0.7316392,0
253,504463,87.86392,179.48004,50,1,0.6881286,0
254,504463,152.41254,147.77748,50,5,0.5873701,0
255,504463,411.63507,181.63153,50,1,0.5723704,0
256,504463,295.41248,231.22627,50,31,0.73784024,0
257,504463,436.34,242.38892,50,1,0.5093457,0
258,504463,180.1447,330.7649,50,1,0.5702452,0
259,504463,419.3686,184.62996,50,5,0.67716426,0
260,656825,193.79247,245.75175,32,1,0.64285123,0
261,509387,183.13443,265.96112,55,5,0.92974514,0
262,509387,186.45088,277.3041,55,5,0.8949161,0
263,509387,322.12183,386.84012,55,1,0.8214138,0
264,509387,172.91605,276.17188,55,5,0.6927838,0
265,509387,183.72644,292.14032,55,5,0.66135335,0
266,509387,173.48216,263.91144,55,5,0.6378564,0
267,509387,321.62,386.8964,55,1,0.51461726,0
268,509387,318.20044,387.6061,55,1,0.5480535,0
269,388195,328.24576,201.45526,44,1,0.93637615,0
270,388195,310.40894,250.67892,44,5,0.8642719,0
271,388195,327.01495,201.88937,44,1,0.83311135,0
272,388195,325.50116,259.20834,44,5,0.7533245,0
273,388195,341.70898,272.45706,44,5,0.6935823,0
274,388195,319.61053,236.52606,44,5,0.6292359,0
275,388195,167.53572,268.26135,44,1,0.6577571,0
276,696544,205.00476,110.52609,24,5,0.9054184,0
277,696544,195.94348,118.58705,24,5,0.7844573,0
278,696544,378.41693,285.57953,24,5,0.7036077,0
279,696544,196.05304,131.76616,24,5,0.67077386,0
280,696544,380.51532,142.23085,24,1,0.67122513,0
281,696544,210.68915,101.0535,24,5,0.5817487,0
282,696544,386.89185,292.58252,24,1,0.5895314,0
283,696544,388.01688,291.27795,24,1,0.88464284,0
284,696544,212.63887,149.63492,24,31,0.57859766,0
285,696544,387.01096,285.92703,24,5,0.61229193,0
286,696544,393.55222,290.74594,24,1,0.5077156,0
287,689092,227.87497,365.34158,3,1,0.66284275,0
288,689092,395.2288,211.48825,3,5,0.5058581,0
289,510918,343.00296,289.25787,1,31,0.9353914,0
290,510918,336.30353,292.65314,1,1,0.78907734,0
291,510918,342.56354,290.94266,1,31,0.6203472,0
292,510918,342.2085,289.95132,1,31,0.67445785,0
293,510918,339.66235,290.71405,1,1,0.5828853,0
294,510918,341.1437,291.3547,1,1,0.62798595,0
295,634004,381.36923,356.79395,13,5,0.8944628,0
296,634004,387.30276,362.64,13,5,0.8004474,0
297,634004,296.70114,363.2798,13,5,0.88710004,0
298,634004,388.16754,348.38293,13,5,0.71244264,0
299,634004,299.36313,370.00192,13,5,0.6757888,0
300,634004,293.37604,364.2095,13,5,0.9336473,0
301,634004,368.21942,363.56375,13,5,0.55550927,0
302,634004,299.09677,357.61404,13,5,0.52711797,0
303,634004,372.8609,349.05386,13,5,0.5086918,0
304,634004,117.165344,368.0868,13,1,0.5517837,0
305,634004,293.00644,358.1873,13,5,0.5500867,0
306,634004,355.69806,371.39404,13,1,0.7581844,0
307,634004,295.2475,367.9061,13,1,0.63679916,0
308,634004,348.89993,372.3242,13,5,0.5276874,0
309,634004,389.4252,360.72513,13,1,0.50616276,0
310,320188,213.40205,260.8974,32,31,0.92415893,0
311,320188,256.87366,236.7121,32,31,0.9316407,0
312,320188,266.60675,227.60895,32,31,0.8581729,0
313,320188,213.3512,265.27417,32,31,0.7941703,0
314,320188,261.6432,244.31169,32,31,0.7202545,0
315,320188,270.19592,239.453,32,31,0.7081761,0
316,320188,274.87274,260.13422,32,31,0.63009536,0
317,320188,260.91284,215.93875,32,31,0.7266022,0
318,320188,217.97357,260.41565,32,31,0.5883823,0
319,320188,275.14,220.7595,32,31,0.57946616,0
320,320188,213.1999,261.81158,32,31,0.5577997,0
321,320188,275.81274,243.74362,32,31,0.55926484,0
322,320188,162.09456,250.4072,32,1,0.56826925,0
323,320188,212.12718,264.42517,32,31,0.52174056,0
324,320188,215.70822,218.25388,32,31,0.5310055,0
325,656086,185.37044,322.71094,16,5,0.97390556,2
326,656086,179.27861,305.91428,16,5,0.9100233,2
327,656086,194.08621,332.21844,16,5,0.9177216,2
328,656086,388.43042,164.25214,16,1,0.9149458,0
329,656086,188.29163,338.52927,16,5,0.88828903,2
330,656086,171.88708,333.43542,16,5,0.8655504,2
331,656086,390.3144,193.1684,16,5,0.86102974,0
332,656086,214.1321,158.02118,16,1,0.7145817,0
333,656086,405.4181,196.0665,16,5,0.77588147,0
334,656086,186.58385,127.97604,16,1,0.67242,0
335,656086,202.77141,276.95316,16,1,0.5994103,2
336,656086,388.22217,164.37671,16,1,0.5834283,0
337,656086,390.9223,170.13316,16,1,0.565756,0
338,655670,318.10828,341.83075,4,5,0.97117245,0
339,655670,315.1454,332.83575,4,5,0.8818775,0
340,655670,305.287,339.88013,4,5,0.83205616,0
341,655670,322.35504,346.24988,4,5,0.8188365,0
342,655670,309.36984,347.26666,4,5,0.69595647,0
343,655670,325.24396,327.3982,4,5,0.69114953,0
344,655670,330.5336,339.37448,4,5,0.6200961,0
345,655670,304.52283,328.42004,4,5,0.5921451,0
346,655670,312.90646,343.23907,4,5,0.5459535,0
347,655670,92.136406,332.22528,4,1,0.50007176,0
348,696544,285.26297,226.83603,43,31,0.86538047,0
349,696544,209.40132,157.43135,43,1,0.7333,0
350,696544,147.99817,184.18277,43,5,0.6527856,0
351,696544,345.67862,275.87762,43,1,0.63273394,0
352,696544,282.76102,230.9927,43,31,0.7273215,0
353,696544,300.07272,148.34094,43,5,0.587176,0
354,696544,285.52145,222.25883,43,31,0.5648665,0
355,696544,290.04236,227.0807,43,31,0.5260171,0
356,696544,308.0515,155.57457,43,5,0.517132,0
357,696544,278.537,236.47647,43,31,0.6787568,0
358,696544,235.362,220.94855,43,32,0.55994403,0
359,696544,292.71674,154.89098,43,1,0.5772855,0
360,696544,260.0541,245.33173,43,32,0.5754766,0
361,657255,266.54626,237.86954,0,31,0.65202624,0
362,657255,264.42395,242.76675,0,31,0.58910453,0
363,643582,319.98453,372.69916,10,1,0.74215096,0
364,643582,226.6004,325.82922,10,1,0.73162913,0
365,643582,203.55109,357.9564,10,1,0.5413231,0
366,643582,421.03668,325.038,10,1,0.64109653,0
367,698478,179.24791,283.92267,53,5,0.66633683,0
368,698478,180.37793,291.4689,53,5,0.54129916,0
369,640474,209.51857,331.0866,21,5,0.95304775,0
370,640474,211.5936,343.35065,21,5,0.8924127,0
371,640474,195.27295,325.97467,21,5,0.8382879,0
372,640474,200.92268,347.04984,21,5,0.82567006,0
373,640474,218.18927,339.1084,21,5,0.8154554,0
374,640474,207.87686,312.8606,21,5,0.72780293,0
375,640474,313.54633,345.09283,21,5,0.67060107,0
376,640474,392.3725,292.28622,21,5,0.56839806,0
377,640474,188.56189,347.61517,21,5,0.5051409,0
378,640474,356.6817,323.44412,21,1,0.54183847,0
379,656435,172.60011,135.82457,25,1,0.8794444,1
380,656435,172.55974,135.38873,25,1,0.72763777,1
381,656435,316.52673,231.43607,25,31,0.75049055,0
382,656435,321.83206,357.25668,25,1,0.65365565,0
383,656435,172.49214,136.0669,25,1,0.66055536,1
384,656435,171.29947,141.5352,25,1,0.5825233,1
385,656435,153.46739,334.184,25,1,0.56976855,0
386,656435,113.69588,234.04788,25,1,0.54415935,0
387,656435,310.8146,232.22511,25,31,0.51455957,0
388,656435,324.34964,210.43213,25,31,0.6581717,0
389,656435,179.71587,252.28746,25,1,0.71124566,0
390,656435,186.62767,282.73526,25,32,0.7409315,0
391,689114,331.98666,311.896,54,5,0.772032,0
392,689114,340.12244,306.3852,54,5,0.6779651,0
393,689114,157.13425,315.54034,54,5,0.6267387,0
394,689114,163.44452,324.27664,54,5,0.5848087,0
395,689114,346.11774,300.76913,54,1,0.6787191,0
396,689114,324.7531,308.47906,54,5,0.50336903,0
397,689114,331.3979,267.88364,54,1,0.6370928,0
398,689114,341.6646,299.47882,54,5,0.5629112,0
399,656448,346.04846,238.97638,35,1,0.8421606,0
400,656448,212.34317,219.17033,35,31,0.65239346,0
401,656448,354.30045,243.30408,35,1,0.6267853,0
402,656448,320.06302,163.26132,35,5,0.5866787,0
403,696683,187.42255,140.81558,22,5,0.9256239,2
404,696683,403.41992,255.48972,22,1,0.9068079,0
405,696683,64.8315,264.082,22,1,0.8916967,0
406,696683,119.92632,321.78366,22,1,0.8544759,0
407,696683,188.37405,133.3691,22,5,0.85425,2
408,696683,374.0202,172.13861,22,1,0.8182507,0
409,696683,180.06635,150.59737,22,5,0.7792394,0
410,696683,194.99666,147.41403,22,5,0.76990056,2
411,696683,218.89368,208.78876,22,31,0.80314463,0
412,696683,62.275307,261.9905,22,1,0.79782224,0
413,696683,180.31335,133.31519,22,5,0.6289863,2
414,696683,297.7926,274.3392,22,1,0.65052044,0
415,696683,402.90564,254.54456,22,1,0.56871307,0
416,696683,172.40492,132.05295,22,5,0.65069443,0
417,696683,62.196293,263.95084,22,1,0.54551107,0
418,696683,118.28664,322.1151,22,1,0.5386433,0
419,696683,194.23172,133.76363,22,5,0.507076,2
420,696683,65.59137,264.65933,22,1,0.50785434,0
421,656086,197.72897,324.76596,6,5,0.9867785,2
422,656086,189.18848,323.83786,6,5,0.9379777,2
423,656086,202.87592,333.6752,6,5,0.89815444,2
424,656086,199.8102,313.48016,6,5,0.89111197,2
425,656086,421.44598,196.91843,6,5,0.8054495,0
426,656086,186.77321,337.02084,6,5,0.76063406,2
427,656086,409.25272,187.78256,6,5,0.7667295,0
428,656086,184.71579,312.54984,6,5,0.65249664,2
429,656086,210.79753,320.35583,6,5,0.6259952,2
430,656086,426.40106,203.72736,6,5,0.6378825,0
431,656086,397.06747,180.34027,6,5,0.5456113,0
432,656086,197.93726,330.2428,6,5,0.7519676,2
433,656086,307.53604,363.69882,6,5,0.53713256,0
434,680061,379.06158,198.83188,42,1,0.91188866,0
435,680061,378.40247,198.12247,42,1,0.80532604,0
436,680061,127.04523,247.27106,42,1,0.8365028,0
437,680061,371.7483,202.75502,42,1,0.75155175,0
438,680061,377.96082,197.72159,42,1,0.71043336,0
439,680061,125.25501,247.22426,42,1,0.5275758,0
440,680061,379.08292,199.2402,42,1,0.5253693,0
441,696341,191.30841,354.29837,59,1,0.9796056,0
442,696341,320.28763,252.55363,59,5,0.91822076,0
443,696341,294.83862,251.60156,59,5,0.82173294,0
444,696341,187.405,337.81815,59,5,0.8235277,0
445,696341,147.85233,321.76276,59,5,0.8097484,0
446,696341,190.41641,354.21045,59,1,0.82517195,0
447,696341,139.89737,316.45746,59,5,0.76246154,0
448,696341,190.56165,354.92065,59,1,0.73666704,0
449,696341,310.73596,260.22433,59,5,0.7190162,0
450,696341,328.30307,241.16855,59,5,0.9303326,0
451,696341,192.64604,348.3156,59,5,0.9081232,0
452,696341,291.4258,236.01924,59,5,0.70514923,0
453,696341,181.42859,347.77576,59,5,0.6793141,0
454,696341,324.765,243.17628,59,1,0.9854994,0
455,696341,202.33054,332.03418,59,5,0.61298496,0
456,696341,192.76778,356.1156,59,1,0.6229732,0
457,696341,153.0379,315.5534,59,5,0.5787287,0
458,696341,323.54172,267.76962,59,5,0.5483312,0
459,696341,185.88887,330.36423,59,5,0.5514595,0
460,696341,284.68744,244.60478,59,5,0.5420601,0
461,696341,328.56653,243.86392,59,1,0.78634685,0
462,696341,325.63113,244.72925,59,1,0.5229354,0
463,696341,186.34633,359.37482,59,1,0.5379666,0
464,696341,291.2473,229.43536,59,1,0.50523806,0
465,504463,292.2284,235.17104,121,31,0.8658123,0
466,683084,235.7863,275.19662,22,31,0.83700526,0
467,683084,201.4592,302.8389,22,5,0.67998254,0
468,683084,196.33469,311.11298,22,5,0.6632211,0
469,683084,244.78024,146.77878,22,31,0.6740654,0
470,683084,250.33188,253.53543,22,31,0.7060258,0
471,683084,247.811,260.60623,22,31,0.6294767,0
472,683084,183.4457,108.255196,22,5,0.5808447,0
473,683084,243.83493,266.76944,22,31,0.5431867,0
474,683084,202.01674,236.00745,22,32,0.5543182,0
475,656448,298.8982,275.74768,19,5,0.96639687,0
476,656448,285.08978,272.866,19,5,0.9203251,0
477,656448,309.42078,279.44043,19,5,0.84866947,0
478,656448,303.08325,257.4249,19,5,0.80653,0
479,656448,315.30588,268.124,19,5,0.7816023,0
480,656448,292.2412,290.82794,19,5,0.677589,0
481,656448,284.5035,279.03128,19,5,0.6960685,0
482,656448,195.57376,372.5677,19,1,0.6725944,0
483,656448,307.79996,299.468,19,5,0.54715854,0
484,656435,78.26451,290.54572,22,1,0.9778397,1
485,656435,265.72888,287.01468,22,31,0.94432086,0
486,656435,78.74376,290.5901,22,1,0.87559944,1
487,656435,336.52417,218.13101,22,31,0.9445044,0
488,656435,78.51402,291.35144,22,1,0.80416626,1
489,656435,334.48636,214.1235,22,31,0.7843684,0
490,656435,265.39575,289.1223,22,31,0.78067017,0
491,656435,81.14166,292.64545,22,1,0.71438736,1
492,656435,82.46282,292.55032,22,1,0.7977784,1
493,656435,338.59073,217.53593,22,31,0.8034182,0
494,656435,337.4162,218.27994,22,31,0.6441756,0
495,656435,275.95874,293.29987,22,31,0.57936704,0
496,656435,265.66174,286.2414,22,31,0.57032555,0
497,656435,271.89243,293.08182,22,31,0.5299089,0
498,421454,266.71146,227.5199,44,31,0.8736638,0
499,421454,437.0366,244.64711,44,1,0.77446395,0
500,421454,219.92307,126.455124,44,1,0.7644752,0
501,421454,119.86261,201.94495,44,1,0.6903132,0
502,421454,378.15912,284.62274,44,1,0.66590923,0
503,421454,274.43372,211.54501,44,31,0.5450615,0
504,421454,266.18643,227.85156,44,31,0.51199645,0
505,421454,262.2912,227.78185,44,31,0.5083144,0
506,683084,306.50726,270.3057,48,5,0.8018823,0
507,683084,315.85455,268.93195,48,5,0.75288576,0
508,683084,180.69058,230.92969,48,31,0.7693735,0
509,683084,300.24365,273.95755,48,5,0.70348823,0
510,683084,174.08124,234.67827,48,31,0.6835661,0
511,683084,177.84892,233.36731,48,31,0.6174245,0
512,683084,299.31757,269.17538,48,5,0.93629223,0
513,683084,293.9184,268.67538,48,1,0.8065668,0
514,683084,283.15225,227.54938,48,31,0.5810422,0
515,683084,299.41525,268.2315,48,1,0.51897466,0
516,683084,341.0658,228.9613,48,1,0.56245035,0
517,683084,308.26053,274.39365,48,5,0.5684719,0
