,seriesuid,coordX,coordY,coordZ,class,probability,label
86,688345,189.16391,172.80023,42,1,0.9408314,0
87,683084,283.6202,208.41295,5,31,0.9999999,3
88,689326,104.661156,203.07474,34,1,0.9574379,0
89,421454,257.0607,195.89374,0,31,0.99999976,0
90,655679,467.35876,263.22852,22,1,0.9948678,0
91,629054,195.62326,145.35556,3,31,0.99985456,0
92,679994,333.19843,303.19635,44,1,0.9894266,0
93,689695,98.30533,161.54013,22,5,0.9999975,2
94,504463,245.11717,193.41122,59,31,0.99993384,0
95,655446,308.82684,272.74823,22,31,0.9999895,0
96,655584,395.93256,206.89351,60,1,0.5689778,0
97,522487,321.99933,264.93765,22,5,0.9965335,2
98,640474,201.72272,334.6571,18,5,0.9999776,0
99,688406,319.2079,257.50125,24,5,0.9315212,0
100,675147,204.8421,207.28738,55,31,0.68118465,0
101,696341,225.32419,287.2759,49,32,0.9999863,0
102,671826,236.60046,267.56906,54,31,0.9993407,0
103,671826,232.98929,266.10278,54,31,0.990103,0
104,671826,230.03856,263.86487,54,31,0.97641355,0
105,671826,296.78104,264.87625,54,31,0.7451933,0
106,689092,201.63861,385.13858,20,1,0.93070674,0
107,689092,211.75076,159.22063,20,1,0.6399707,0
108,680411,316.15646,274.74503,57,31,0.99993825,0
109,656086,194.79684,311.6776,25,5,0.9999783,2
110,648429,189.58607,108.0016,28,1,0.9999987,0
111,696683,297.5152,249.40903,30,31,0.99999857,0
112,639356,270.01752,254.4671,7,31,0.99999857,3
113,655584,341.88525,279.78403,34,5,0.88792056,0
114,510918,249.10257,208.81613,41,32,0.99998283,0
115,421454,315.0929,290.31537,71,1,0.9997384,1
116,689114,148.96036,243.52475,17,5,0.9880215,2
117,664353,184.06297,296.89685,44,31,0.9994178,0
118,689196,234.16934,253.75175,47,31,0.99999833,0
119,656086,188.96214,330.63348,12,5,0.9962237,2
120,504463,242.94397,192.44635,60,31,0.99321294,0
121,655446,166.76791,336.6563,41,5,0.99981457,0
122,688941,297.37885,235.30258,51,31,0.9999659,0
123,388757,267.29028,273.4592,3,31,0.9999919,3
124,696651,403.3542,344.47046,22,5,1.0,2
125,675147,116.16853,264.18445,50,1,0.72045624,0
126,656825,226.04709,131.29565,12,5,0.77464145,0
127,689114,114.15477,372.02792,59,5,0.5706628,0
128,679994,355.6932,361.6652,17,5,0.9999975,0
129,421454,294.83032,228.30591,29,31,0.99939907,0
130,421454,296.84506,230.51836,29,31,0.99985015,0
131,647506,214.44046,245.27818,50,31,0.99982005,0
132,639356,283.38202,247.3338,3,31,0.99999547,3
133,688404,378.85004,167.83188,19,5,0.9999962,2
134,407431,296.91205,269.37292,2,31,0.9999999,0
135,657255,187.3017,325.49472,53,1,0.9999783,0
136,657255,188.1068,324.26752,53,1,0.9963098,0
137,657255,187.21274,324.70615,53,5,0.7886643,0
138,671602,126.6069,312.76422,40,5,0.9285165,0
139,696683,166.6701,292.55936,50,1,0.79488707,0
140,696341,192.87445,288.9406,46,32,0.9999969,0
141,657255,214.95111,168.54395,25,5,0.9999999,2
142,689326,200.3436,303.36566,52,5,0.9987311,0
143,640208,195.29065,312.1993,55,5,0.99995863,2
144,656524,133.87503,269.44702,38,1,0.9999994,1
145,656524,303.60736,213.15596,38,32,0.9997588,0
146,656524,299.68832,212.22052,38,32,0.99874157,0
147,634004,126.38955,228.90268,26,5,0.99999976,2
148,639399,203.38777,165.8427,30,5,0.9943585,0
149,656524,148.1338,363.8397,19,1,0.9999808,1
150,655679,161.78911,344.4403,30,1,0.99909997,0
151,689695,101.648285,163.57877,24,5,0.99999654,2
152,634004,300.77277,313.15833,47,1,0.99999964,1
153,639412,143.98053,145.11905,30,1,0.99671775,0
154,664353,303.88373,230.39154,25,31,0.9999802,3
155,688404,280.09106,281.1325,52,5,0.91789365,0
156,655626,249.21179,308.7404,32,32,0.99419564,0
157,680411,200.24734,288.46283,46,1,0.99999905,0
158,655679,235.68927,268.55035,45,32,0.98432827,0
159,639399,178.34225,330.16656,45,1,0.9822467,0
160,696651,247.02939,279.66614,47,32,0.9999149,0
161,655373,226.84357,227.59198,37,32,0.9999995,0
162,696341,237.24838,301.50497,41,32,0.9999994,4
163,639356,390.73132,291.40167,47,1,0.9947238,0
164,639356,204.71237,328.6461,47,1,0.5299217,0
165,671602,121.195595,312.2783,39,1,0.9958223,0
166,688404,222.09915,247.12979,30,1,0.99935144,0
167,639412,306.16238,263.59204,42,31,0.9999987,3
168,639356,345.9496,196.96579,38,31,0.9999982,0
169,696544,150.51068,314.31927,9,5,0.99881685,2
170,504463,366.00937,238.22476,69,32,0.97237355,0
171,671602,109.93234,294.39673,24,1,1.0,0
172,631252,212.72794,255.0131,62,5,0.99997663,0
173,647506,342.0689,355.6317,21,5,0.9999908,2
174,635203,167.48279,179.28165,39,1,0.9998852,0
175,635203,165.53256,177.63794,39,1,0.99750346,0
176,643582,124.869736,329.6507,35,5,0.99991953,2
177,686994,292.93628,195.28784,57,5,0.99457306,0
178,655373,293.48853,257.76175,21,31,0.9999994,0
179,671602,229.32065,275.66766,53,1,0.9998729,0
180,671602,231.14172,280.39197,53,1,0.9936783,0
181,639412,205.65054,298.97763,58,31,0.99003756,0
182,671826,216.52411,135.14359,20,5,1.0,0
183,655670,214.31345,269.65393,0,31,0.99999964,0
184,640474,180.2103,330.78833,0,31,0.9999927,0
185,631673,302.4403,285.96722,38,31,0.9999999,3
186,689092,181.83347,173.95871,17,5,0.8728925,0
187,689695,287.53763,312.68973,44,31,0.524964,0
188,689196,296.16577,365.09058,17,5,0.9999999,0
189,656754,399.91986,293.7992,46,1,0.8986602,0
190,656754,366.78955,360.9656,46,1,0.8126629,0
191,656754,405.28455,293.0313,46,1,0.67586124,0
192,522487,233.26048,248.03433,51,31,0.9761791,0
193,388195,199.52371,327.55023,18,5,0.999998,0
194,688302,230.51343,281.0808,53,1,0.9857254,0
195,655679,456.0014,205.37221,17,1,0.999691,0
196,640474,289.06677,276.71625,30,32,0.9999013,0
197,320188,302.38812,334.06226,26,1,0.97715354,0
198,522487,362.5404,276.2437,23,5,0.99999714,2
199,647770,218.90683,178.8457,25,31,0.8198027,0
200,671826,214.68275,319.2614,11,1,0.8639972,0
201,388195,335.33475,137.91809,21,31,0.9997769,3
202,388195,331.9156,144.4908,21,31,0.9995919,3
203,664353,328.62823,364.60632,26,1,0.9999709,0
204,664353,328.56097,365.75803,26,1,0.9467256,0
205,647770,132.49979,149.10825,24,1,0.99993086,0
206,510918,278.6491,240.04,14,31,0.99999976,3
207,655626,310.39197,310.08624,39,31,0.8917146,3
208,656422,243.61725,178.22478,26,31,0.9999999,3
209,696651,114.03652,215.50943,31,5,0.9196324,0
210,689196,184.51604,315.2943,30,32,0.9999945,4
211,689196,177.9249,317.67395,30,32,0.99997354,4
212,689196,187.01253,310.447,30,32,0.9998024,4
213,656422,308.67743,233.73723,33,31,0.8060208,0
214,421454,264.82275,225.50491,43,32,0.7880043,0
215,509387,176.85852,174.98477,23,5,0.9972203,2
216,655679,419.27954,199.47868,35,1,0.9993974,0
217,655679,421.74252,197.8702,35,1,0.99394107,0
218,683084,386.3744,260.82007,14,1,0.9999938,0
219,683084,360.71585,165.15916,14,5,0.9145744,0
220,671602,300.9486,196.05869,52,32,0.9937505,0
221,686152,263.10065,270.34625,7,31,0.99999857,3
222,655670,177.84256,130.96848,19,5,0.9999989,2
223,656825,141.05952,176.92715,22,1,0.8481853,0
224,656754,301.75043,275.45853,24,5,0.67027426,2
225,656754,302.52225,278.6906,24,1,0.5325735,2
226,634004,124.31192,211.09229,21,5,0.9999999,2
227,688941,340.45032,188.94629,18,5,0.9999999,0
228,679994,332.8611,327.6867,5,1,0.99998546,0
229,520069,408.2815,212.32486,19,5,0.8256629,0
230,688345,261.64493,169.13538,46,5,0.738331,0
231,634004,126.04903,220.79245,24,5,0.99998534,2
232,634004,286.85223,338.2513,24,31,0.99996555,3
233,629054,121.499435,273.57498,5,5,0.9993699,2
234,639412,194.29929,274.39392,59,31,0.9997769,0
235,656754,373.75592,323.33585,72,1,0.8089594,0
236,520069,197.1322,354.1814,43,5,0.99919623,0
237,632193,300.18927,265.51,30,32,0.99999917,0
238,388195,136.84473,353.72675,10,1,0.8001738,0
239,656422,130.65762,158.26224,24,1,0.99969804,1
240,656422,312.9705,119.65693,24,32,0.96277905,0
241,656422,312.95364,121.70604,24,1,0.5683582,0
242,388757,452.82248,301.3871,9,5,0.9999783,2
243,407431,163.15555,276.20557,49,31,0.9873219,0
244,647169,286.37775,276.61145,49,31,0.9999999,0
245,689196,127.314285,296.61417,26,5,0.9986033,0
246,655626,302.28973,308.2105,37,31,0.9999995,3
247,686152,290.78113,282.60825,4,31,1.0,3
248,639356,279.80057,281.72192,24,31,1.0,3
249,688406,414.72522,286.23215,30,1,0.9960962,1
250,696341,237.39275,301.75107,42,32,0.99999523,4
251,656086,195.64441,326.29913,28,5,0.99999833,2
252,388757,315.8919,189.43388,26,31,1.0,3
253,656086,330.12018,269.44403,11,5,0.99614114,0
254,421454,264.09552,251.13144,39,31,0.99999976,0
255,686152,215.63756,153.77185,18,5,1.0,2
256,320188,250.69965,268.91504,5,31,0.9999999,3
257,655626,194.32146,327.3858,52,31,0.99972373,0
258,655626,246.33492,323.17874,52,32,0.7298076,0
259,655446,252.52005,298.31647,26,31,0.98072374,0
260,689196,198.35834,183.71661,23,5,1.0,0
261,671602,359.33685,281.49258,56,5,0.9868456,0
262,671602,361.1709,279.6936,56,5,0.94637936,0
263,696651,407.32507,340.7154,19,5,0.9999999,2
264,688941,276.7331,231.11703,61,31,0.9999393,0
265,688941,281.6339,237.87752,61,1,0.99991786,0
266,656825,191.26234,286.90216,30,1,0.98555887,0
267,689326,426.8728,199.21371,12,5,0.9998412,2
268,643582,244.46486,310.67664,34,32,0.9524339,0
269,634004,215.20645,294.45758,29,32,1.0,4
270,634004,289.5102,223.0748,29,31,0.7824805,3
271,634004,155.87982,275.6272,29,32,0.7573618,4
272,647770,119.85837,145.06801,21,1,0.5074507,0
273,388195,311.9125,241.34436,9,5,0.99832696,0
274,388195,116.39752,334.2914,8,1,0.99916744,0
275,639356,167.18652,301.69025,61,1,0.99999976,0
276,647524,341.38483,308.4704,54,1,0.9999963,0
277,647524,339.79788,305.91235,54,1,0.99999845,0
278,657255,259.14612,261.87286,46,32,0.9823685,0
279,657255,257.83093,265.76266,46,32,0.5862439,0
280,657255,403.74933,221.3643,31,5,0.99947184,0
281,388757,281.92584,230.60373,50,31,0.99999905,0
282,388757,279.77478,229.52873,50,31,0.7238934,0
283,510918,192.78958,174.74167,30,1,0.8766852,0
284,510918,328.67194,293.04163,16,5,0.96460396,0
285,671602,177.35933,329.59888,7,5,0.9992654,0
286,665016,250.82993,137.86006,27,31,0.9988354,3
287,647524,298.7801,234.7378,45,31,0.9999999,3
288,675147,151.55759,150.31757,31,1,0.9977562,1
289,675147,154.21727,151.19217,31,1,0.97844166,1
290,320188,280.74557,329.37866,17,31,0.98902917,0
291,686152,330.92523,211.24905,26,31,1.0,3
292,655373,251.99693,230.1901,11,32,0.99987614,0
293,680061,303.28845,315.18488,47,1,0.9738071,0
294,639356,281.4685,252.25053,4,31,0.9999995,3
295,647947,294.88196,248.41266,23,32,0.99999964,0
296,688302,305.52518,267.09042,25,32,0.9994941,0
297,665016,137.09302,151.08781,24,5,1.0,2
298,647506,225.46622,234.9336,37,31,0.9999994,3
299,639356,206.0755,324.87213,49,1,0.9999962,0
300,665016,135.64604,139.21289,23,5,0.99996567,2
301,629054,208.37518,90.52643,21,5,0.99982315,0
302,689099,310.85687,282.18494,38,32,0.999997,0
303,640208,202.54587,353.7682,50,1,0.99999666,0
304,640208,266.23547,270.67,50,31,0.9999951,0
305,640208,198.7351,355.2728,50,1,0.96386284,0
306,629054,103.719765,214.98764,30,5,0.99996936,1
307,629054,413.81708,212.96309,30,1,0.99995065,0
308,655626,166.1101,313.12918,35,1,0.99866235,0
309,655626,172.14943,316.58032,35,1,0.51965487,0
310,689114,200.1685,303.70135,48,1,0.9999832,0
311,675147,116.29404,132.06436,22,1,0.99999976,2
312,675147,116.3457,134.12065,22,5,0.8033528,2
313,683084,269.62878,215.37161,7,31,0.9999901,3
314,675147,150.84842,157.85803,30,5,0.9991621,1
315,675147,150.18803,156.84378,30,1,0.99916387,1
316,639356,279.55585,251.48297,6,31,1.0,3
317,639356,298.08832,251.08762,6,31,0.69950885,3
318,655626,406.3631,365.49258,13,1,0.9999999,0
319,656524,233.80933,295.3642,39,1,0.65195835,0
320,689326,440.7838,228.26279,42,1,0.98708147,0
321,680411,310.04706,285.13254,8,5,0.97751594,0
322,640474,187.14981,276.90622,45,1,0.9999993,0
323,421454,313.41675,213.3263,92,31,0.99999285,3
324,510918,269.28403,275.1919,18,31,0.9993123,3
325,689092,311.40253,263.13303,36,31,0.9647138,0
326,421454,313.0224,214.51459,93,31,0.9999956,4
327,522487,283.7021,284.3478,43,31,1.0,3
328,522487,165.70941,238.42882,43,1,0.93360823,0
329,542586,233.92569,206.02055,26,32,0.9999075,0
330,542586,234.81201,202.1322,26,32,0.92959225,0
331,542586,240.98367,204.56316,26,32,0.89100194,0
332,647770,58.994663,300.7046,11,1,0.99999344,0
333,647770,338.25098,352.80145,11,5,0.9999696,0
334,688404,150.4615,194.96529,35,1,0.96325463,0
335,671826,326.8476,290.72382,53,1,0.9999831,0
336,671826,332.05298,298.42438,53,1,0.99982625,0
337,671826,331.76837,295.96426,53,1,0.9997514,0
338,671826,332.23862,292.0481,53,1,0.988037,0
339,656524,361.1564,277.46423,36,1,0.5107534,0
340,655373,229.84183,228.14919,40,32,0.99715,0
341,655373,116.57747,282.29202,40,1,0.5046558,0
342,504463,299.20386,270.73938,119,31,0.9934558,0
343,640208,248.54233,328.93896,23,31,0.9999722,3
344,696683,304.34738,284.73938,28,32,0.9999987,0
345,656435,401.2849,328.7345,39,1,0.9999224,0
346,689099,165.02228,178.54028,21,1,0.9433813,0
347,647770,284.4444,281.9743,54,31,0.9938992,0
348,509387,284.65094,284.85342,63,31,1.0,0
349,320188,163.77467,185.5209,18,5,0.99999404,0
350,320188,186.88583,276.13678,18,32,0.9997981,0
351,689092,367.40173,182.97429,14,5,0.99999774,2
352,520069,269.1939,252.15833,67,31,0.9160288,0
353,520069,274.43805,254.90929,67,31,0.6256817,0
354,656435,324.75494,261.80795,6,5,0.9242718,0
355,671826,353.4419,131.06668,14,5,0.99915767,0
356,680411,194.91461,242.06563,28,32,0.9999869,0
357,664353,313.66187,222.4932,24,31,0.9999995,3
358,647770,287.5949,268.23956,40,31,0.99993134,3
359,647770,292.02682,273.10236,40,31,0.9819281,3
360,655670,302.23724,291.97427,53,5,0.99999654,0
361,635203,207.1417,322.19937,56,5,0.9998964,0
362,680061,303.4436,356.48306,13,1,1.0,1
363,656435,237.38383,185.76271,18,31,0.98561376,0
364,656435,240.94582,187.22896,18,31,0.7652331,0
365,639399,70.2955,214.53693,18,5,0.9999987,2
366,639399,94.87751,178.63463,18,5,0.5685243,2
367,689099,379.28256,200.95087,36,1,0.9988034,0
368,388757,268.64557,201.13686,33,31,0.99997723,3
369,635203,321.7217,290.28104,60,31,0.9939346,0
370,629054,247.36424,242.32332,22,32,0.9999864,0
371,656086,218.70554,245.66458,43,31,0.99961203,0
372,520069,324.99603,354.24023,45,1,0.9999908,1
373,689196,320.69754,283.9369,43,31,0.9999995,3
374,647524,265.0423,252.20853,37,32,0.99990845,0
375,647524,268.38983,252.04185,37,32,0.9900664,0
376,688404,310.1047,226.98752,38,31,0.9965443,0
377,655446,348.57294,353.55225,17,1,0.99999857,1
378,655446,194.91248,162.32509,17,5,0.50874114,0
379,634004,173.05434,294.87894,3,31,0.9997329,0
380,635203,199.24788,297.5155,58,5,0.9775859,0
381,683084,326.9299,215.35623,36,1,0.75737417,0
382,683084,322.46747,215.02112,36,1,0.61702394,0
383,647770,201.65935,185.54463,22,31,0.9994905,0
384,665016,288.24854,234.63922,44,31,0.9627671,3
385,665016,286.24368,241.6032,44,31,0.54438674,3
386,647524,279.7625,276.61163,20,31,0.9998172,0
387,631252,296.38388,242.0849,46,31,0.99999964,0
388,671602,229.63849,293.3122,49,1,0.60629934,0
389,696544,259.2677,214.46545,47,32,0.9998938,0
390,671602,229.142,302.26843,48,1,0.9999596,0
391,671602,226.46689,300.005,48,1,0.9993591,0
392,631252,170.34181,137.11372,17,5,0.63757807,0
393,421454,380.2909,270.14377,15,31,0.9999999,0
394,686152,264.72705,152.92627,21,31,0.9999987,3
395,655584,245.87622,308.3671,101,32,0.6260283,0
396,671602,177.14255,330.15582,8,1,0.99618465,0
397,509387,292.51434,268.96387,56,32,1.0,0
398,647524,237.29424,245.62862,50,31,0.99999905,4
399,655670,201.22305,227.36337,30,32,0.9981085,0
400,655670,269.92078,272.75336,30,31,0.63391125,0
401,655446,327.9405,376.84125,7,1,0.8129097,0
402,655446,322.6162,372.59442,7,1,0.80346805,0
403,696651,317.82178,261.1452,34,31,0.6864928,0
404,640474,209.87744,335.15115,22,5,0.9999449,0
405,388757,254.7966,192.4025,24,31,0.9998313,3
406,696683,241.64807,264.90088,9,32,0.553487,0
407,655373,292.63577,255.73825,20,31,0.9996594,0
408,640208,255.95486,297.69077,6,31,0.9995534,0
409,421454,304.6441,302.6723,55,1,0.99999285,0
410,683084,250.79205,179.51181,46,31,0.8858169,0
411,656086,203.8338,312.06934,31,5,0.9385949,2
412,656086,210.10065,310.5074,31,5,0.8116845,2
413,647506,223.0881,213.39862,44,31,1.0,0
414,388757,278.2193,203.055,36,31,0.9992447,3
415,655584,229.78484,148.6901,44,1,0.9999726,1
416,655584,231.87209,154.55708,44,1,0.99916387,1
417,688941,375.7874,167.52185,42,1,1.0,1
418,688941,376.49268,163.62848,42,1,0.99999845,1
419,688345,265.62396,276.90582,53,31,0.9806112,0
420,656754,222.3494,174.02292,37,5,0.9997298,2
421,647770,164.06317,327.71167,53,5,0.99958223,0
422,647770,162.65735,331.1362,53,5,0.99825615,0
423,640208,281.6985,304.56934,41,31,0.9999994,3
424,689326,423.6419,186.02487,9,5,0.9999778,2
425,655626,305.86783,307.8261,38,31,0.9999999,3
426,675147,129.91078,144.26025,25,5,0.99992335,2
427,689196,341.5891,331.34613,48,1,0.99989665,2
428,648061,199.1067,325.57928,51,1,0.916266,0
429,510918,250.26738,211.23744,40,32,1.0,4
430,510918,191.80948,243.27011,40,32,0.99902904,0
431,689114,337.0675,168.02972,18,5,0.59194535,0
432,656754,339.98767,162.92053,40,5,0.9872021,0
433,504463,221.10349,264.88452,106,1,0.87071145,0
434,504463,217.05974,265.6657,106,1,0.59743387,0
435,671826,243.1576,240.14532,44,32,0.99793184,0
436,680411,245.52423,206.53629,39,32,0.99999976,0
437,688406,111.72633,293.47495,62,5,0.9999976,0
438,688406,108.86082,294.3869,62,5,0.9672108,0
439,688406,108.934006,293.7008,62,1,0.9999738,0
440,631252,297.3441,247.61906,57,31,0.99999285,0
441,421454,123.640976,247.30531,89,1,0.99928254,0
442,689326,429.27972,211.52895,14,5,1.0,2
443,689326,97.8067,162.66913,14,5,0.99978346,2
444,509387,282.15088,314.42456,44,31,0.99999964,3
445,639399,154.563,336.68536,42,1,0.99999535,1
446,388195,317.2074,261.17325,50,5,0.99153674,0
447,647524,304.12848,287.0116,36,31,0.9993748,0
448,657255,335.85068,212.85315,47,1,0.99976736,0
449,634004,191.3713,352.62485,46,1,0.9560191,0
450,679994,289.73337,265.00095,38,31,0.9999987,3
451,388757,279.16656,211.56152,17,31,0.9999999,3
452,686152,233.64018,250.66983,50,31,0.5259978,0
453,696544,315.2924,286.57654,61,31,0.99950504,0
454,629054,99.19672,227.5513,33,1,0.9999993,1
455,629054,101.63191,226.02785,33,1,0.9999974,1
456,629054,96.84336,235.39613,33,1,0.99201524,1
457,629054,104.357124,224.6886,33,1,0.9886255,1
458,696651,418.77228,333.03668,14,5,0.9999995,2
459,686152,277.0167,283.09332,3,31,0.97751015,0
460,655446,248.82872,241.63574,33,31,0.9999527,3
461,655446,287.6817,297.11493,33,31,0.99164224,3
462,655373,215.30705,197.73549,36,31,0.9995684,0
463,655373,216.12892,196.99677,36,32,0.99983406,0
464,522487,161.34453,263.50522,44,1,0.999689,1
465,509387,190.87747,345.83563,60,5,0.9999994,0
466,648429,285.99725,226.58261,24,32,0.999962,0
467,421454,323.5954,279.9215,85,31,0.99819416,0
468,421454,325.18802,281.00668,85,31,0.9979286,0
469,509387,275.31384,291.84778,5,31,0.9227648,0
470,640474,206.92795,334.82013,15,5,0.98967546,0
471,635203,156.8417,357.7141,8,1,0.9265294,0
472,655584,428.82037,243.03511,67,5,0.9997069,0
473,655584,427.62836,243.94313,67,5,0.9995771,0
474,629054,196.94536,145.42422,1,32,0.99999416,0
475,696651,211.21024,352.7525,5,5,0.9998056,2
476,655373,397.09143,253.66223,30,1,0.99999106,0
477,655373,151.49768,261.78516,30,1,0.9983223,1
478,504463,402.25897,114.219406,34,5,0.9999753,0
479,688404,378.02585,170.2681,20,5,1.0,2
480,675147,145.91185,148.27863,29,5,0.9999994,1
481,689092,329.34125,368.59146,7,1,0.9745419,0
482,689092,331.41077,372.28668,7,1,0.999895,0
483,680411,348.8589,338.56647,18,1,0.9999962,0
484,639356,236.49066,244.75446,65,31,0.91903824,0
485,671602,110.86055,293.52344,22,1,1.0,0
486,640208,308.22626,312.37177,56,5,0.99582845,0
487,688404,386.64233,307.94458,46,1,0.9506048,0
488,688404,389.563,305.81973,46,1,0.61913383,0
489,688404,404.35123,291.90503,39,1,0.9999075,0
490,688404,404.4147,292.40576,39,5,0.9057402,0
491,696683,337.09198,311.12677,53,5,0.99999976,0
492,688404,90.28421,240.04245,40,5,0.99970335,0
493,510918,338.06207,165.9326,36,5,0.69905984,0
494,647947,107.23755,258.5073,13,1,0.99993455,0
495,639356,339.42743,201.38351,39,31,0.98885405,3
496,631252,196.15645,157.40796,47,1,0.9999999,0
497,686152,318.1432,273.54144,36,31,0.99999976,3
498,635203,381.53464,322.87482,51,5,0.9999461,0
499,688406,183.78818,325.69995,52,1,0.9073381,0
500,655373,288.99448,250.69217,19,31,0.9999821,0
501,509387,201.45189,329.0741,50,1,0.99947315,0
502,655626,428.22772,321.83038,8,1,0.56104404,0
503,639412,209.9186,198.88882,40,31,0.9999981,0
504,647524,282.5585,263.78958,40,32,0.9990996,0
505,647524,278.86826,260.9724,40,32,0.99999,0
506,679994,288.21588,268.66815,36,31,0.99779165,3
507,688345,64.79162,306.39966,7,5,0.78857464,0
508,696341,298.86694,337.5503,63,5,0.9983512,0
509,696341,209.99619,277.20612,63,31,0.9631966,0
510,421454,155.18323,180.11363,95,1,1.0,1
511,421454,293.3554,189.47916,95,31,0.99999917,3
512,421454,342.846,118.35337,62,1,0.98565036,0
513,634004,257.54126,260.48523,44,31,1.0,0
514,686994,297.21405,193.16676,1,31,0.93158996,0
515,680411,376.7553,296.45297,26,1,0.99992,0
516,639399,239.38766,277.44736,40,32,0.9999976,0
517,688404,283.06244,268.24756,60,1,0.827701,0
518,688404,236.78467,260.5188,60,32,0.75643885,0
